College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech Manufacturing Engineering at IIT ISM Dhanbad Offline Course,N/A,Full time,24 Months,Master of Technology (M.Tech) in Manufacturing Engineering is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,B.E./B.Tech. or equivalent degree in Mechanical Engineering/ Manufacturing Engineering/ Production Engineering/ Production and Industrial Engineering.,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,40
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech Thermal Engineering at IIT ISM Dhanbad Offline Course,General₹ 1.48 L,Full time,24 Months,Master of Technology (M.Tech) in Thermal Engineering is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,B.E./B.Tech. or equivalent degree in Mechanical Engineering/ Aerospace Engineering/ Aeronautical Engineering/ Automobile Engineering /  Energy Engineering.,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,40
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech Industrial Engineering and Management at IIT ISM Dhanbad Offline Course,General₹ 1.48 L,Full time,24 Months,Master of Technology (M.Tech) in Industrial Engineering and Management is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,The candidate must have a B.E./B.Tech. or equivalent degree in any branch of Engineering.,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,40
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech Machine Design at IIT ISM Dhanbad Offline Course,General₹ 1.48 L,Full time,24 Months,Master of Technology (M.Tech) in Machine Design is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,B.E./B.Tech. or equivalent degree in Mechanical Engineering/ Aerospace Engineering/ Aeronautical Engineering/ Automobile Engineering /  Manufacturing Engineering.,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,40
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech Civil Engineering at IIT ISM Dhanbad Offline Course,N/A,Full time,24 Months,Master of Technology (M.Tech) in Civil Engineering is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,B.E./B.Tech. or equivalent in Civil Engineering.,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,32
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech VLSI Design at IIT ISM Dhanbad Offline Course,N/A,Full time,24 Months,Master of Technology (M.Tech) in VLSI Design is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,B.E./B.Tech. or equivalent degree in Electronics/ Electronics & Communication/ Electronics & Telecommunication Engineering.,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,30
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech Pharmaceutical Science and Engineering at IIT ISM Dhanbad Offline Course,ST₹ 88.10 K,Full time,24 Months,Master of Technology (M.Tech) in Pharmaceutical Science and Engineering is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,Any one of the following with Mathematics at 10+2 level:B.E./B. Tech. in Chemical Engineering/ Biotechnology/ Chemical TechnologyM. Sc. in Chemistry/BiochemistryB. Pharma,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,27
IIT ISM Dhanbad - Indian Institute of Technology Indian School of Mines Dhanbad,N/A,4.3/5,204 Reviews,NIRF Ranking: 35,https://www.careers360.com/university/indian-institute-of-technology-indian-school-of-mines-dhanbad,M.Tech Earthquake Science and Engineering at IIT ISM Dhanbad Offline Course,General₹ 1.48 L,Full time,24 Months,Master of Technology (M.Tech) in Earthquake Science and Engineering is a two-year (4 semesters) full-time postgraduate program offered at Indian Institute of Technology Indian School of Mines Dhanbad.,Anyone of the followings: 2-years  M.Sc./3-years M.Sc.Tech./5-years integrated M.Sc.Tech.  in Geophysics/ Applied Geophysics/ Exploration Geophysics/  Geology/ Applied Geology 5-years integrated M.Tech. in Geophysical Technology B.E./B.Tech. degree in Mining  Engineering/ Civil Engineering.,The admission to different M. Tech. Programs for candidates will be made on the basis of their GATE score/rank.,GATE,25
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Biochemistry at School of Life Sciences, JSS Academy of Higher Education and Research, Mysuru Offline Course",General₹ 1.12 L,Full time,24 Months,"Master of Science (M.Sc) in Biochemistry is a full-time two-year postgraduate course offered by the JSS Academy of Higher Education and Research, Mysuru.",Candidate should have passed B.Sc / B.E / B.Tech /B.Sc Agriculture /Horticulture / B.FSc. /MBBS from any statutory University.,N/A,N/A,120
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Molecular Biology at School of Life Sciences, JSS Academy of Higher Education and Research, Mysuru Offline Course",General₹ 1.22 L,Full time,24 Months,"Master of Science (M.Sc) in Molecular Biology is a full-time two-year postgraduate course offered by the JSS Academy of Higher Education and Research, Mysuru.",Candidate should have passed B.Sc / B.E / B.Tech /B.Sc Agriculture /Horticulture / B.FSc. /MBBS from any statutory University.,N/A,N/A,40
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Geoinformatics at School of Life Sciences, JSS Academy of Higher Education and Research, Mysuru Offline Course",General₹ 87.10 K,Full time,24 Months,"Master of Science (M.Sc) in Geoinformatics is a full-time two-year postgraduate course offered by the JSS Academy of Higher Education and Research, Mysuru.",Candidate should have passed B.Sc / B.E / B.Tech /B.Sc Agriculture /Horticulture / B.FSc. /MBBS from any statutory University.,N/A,N/A,30
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Clinical Embryology at JSS Medical College, Mysore Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Clinical Embryology is two-years full-time Medical department postgraduate programme and it is offered by JSS Academy of Higher Education and Research, Mysuru.",A candidate seeking admission to the post graduate degree courses must have passed B.Sc with at least one subject of biological science or B.Sc Biotechnology or MBBS from a recognized deemed to be university.,N/A,N/A,30
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Yoga at JSS Academy of Higher Education and Research, Mysuru Offline Course",General₹ 1.11 L,Full time,24 Months,"JSS AHER, Department of Yoga is offering M.Sc in Yoga program. This programme will give complete traditional ancient knowledge of yoga and deliver in-depth scientific evidence-based learning in the field of yoga in the period of two academic years. Programme will enable to meet the demand and flourishing requirement in the field of yoga and health. Students will be able to learn concept and skills of yoga which can be imparted to human health and society.",Candidate shall have passed B. Sc. (Yoga) or other degree* - B.Sc. in Science (Any Stream) / BPT/ MBBS/ BDS/ BNYS/ BAMS/ BHMS/ BUMS.Candidates other than B.Sc. (Yoga) & BNYS degree should enrol for Compulsory Bridge Course- Yoga Teachers Course (Level 2) (YTC-2) (Certificate Programme).,Admission notification will be released through print media and in the JSS AHER website.    JSS AHER calendar of events is drawn based on the UG results    The applications will be invited from eligible candidates    The seats are allotted as per the inter-se merit in the qualifying Exam/degree,N/A,30
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Clinical Psychology at JSS Medical College, Mysore Offline Course",N/A,Full time,24 Months,"Master of Science (MSc) in Clinical Psychology is two-years full-time Medical department postgraduate programme and it is offered by JSS Academy of Higher Education and Research, Mysuru.","This course is open for only those who have done full time, regular B.A. /B.Sc. with Psychology as one of the major subjects with an aggregate of 50% marks in Psychology.",N/A,N/A,20
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Nano Science and Technology at School of Life Sciences, JSS Academy of Higher Education and Research, Mysuru Offline Course",General₹ 92.40 K,Full time,24 Months,"Master of Science (M.Sc) in Nano Science and Technology is a full-time two-year postgraduate course offered by the JSS Academy of Higher Education and Research, Mysuru.",Candidate should have passed B.Sc / B.E / B.Tech /B.Sc Agriculture /Horticulture / B.FSc. /MBBS from any statutory University.,N/A,N/A,20
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Forensic Odontology at JSS Medical College, Mysore Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Forensic Odontology is two-years full-time Medical department postgraduate programme and it is offered by JSS Academy of Higher Education and Research, Mysuru.",A candidate seeking admission to the post graduate degree courses must have passed B.Sc with at least one subject of biological science or B.Sc Biotechnology or MBBS from a recognized deemed to be university.,N/A,N/A,20
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Medical Biochemistry at JSS Medical College, Mysore Offline Course",N/A,Full time,36 Months,"Master of Science (MSc) in Medical Biochemistry is three-years full-time Medical department postgraduate programme and it is offered by JSS Academy of Higher Education and Research, Mysuru.",A candidate seeking admission to M.Sc medical science course must have passed B.Sc with at least one subject of biological Sciences or BAMS or MBBS or BHMS or BPT or B.Pharm or any other professional graduates from a recognized Deemed to be University.,N/A,N/A,20
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Forensic Odontology at JSS Dental College and Hospital, Mysore Offline Course",General₹ 1.44 L,Full time,24 Months,"Master of Science Forensic Odontology is two years course and degree offered by Jagadguru Sri Shivarathreeshwara University, Mysore.",Pass in BDS/MBBS/B.Sc. degree with at least one subject of biological sciences from any recognized university.,N/A,N/A,20
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Medical Statistics at School of Life Sciences, JSS Academy of Higher Education and Research, Mysuru Offline Course",General₹ 92.40 K,Full time,24 Months,"Master of Science (M.Sc) in Medical Statistics is a full-time two-year postgraduate course offered by the JSS Academy of Higher Education and Research, Mysuru.",Candidate should have passed B.Sc / B.E / B.Tech /B.Sc Agriculture /Horticulture / B.FSc. /MBBS from any statutory University.,N/A,N/A,20
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Medical Microbiology at JSS Medical College, Mysore Offline Course",N/A,Full time,36 Months,"Master of Science (M.Sc) in Medical Microbiology is three-years full-time Medical department postgraduate programme and it is offered by JSS Academy of Higher Education and Research, Mysuru",A candidate seeking admission to M.Sc medical science course must have passed B.Sc with at least one subject of biological Sciences or BAMS or MBBS or BHMS or BPT or B.Pharm or any other professional graduates from a recognized Deemed to be University.,N/A,N/A,20
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"MS General Surgery at JSS Medical College, Mysore Offline Course",N/A,Full time,36 Months,"Master of Surgery (MS) in General Surgery is a three-year full-time postgraduate Medical Doctoral programme and offered by JSS Academy of Higher Education and Research, Mysuru and approved by National Medical Commission.","A candidate who has passed final year MBBS examination after pursuing a study in a medical college recognized by the Medical Council of India and has completed one year compulsory rotating internship in a teaching institution or other institution recognized by the Medical Council of India, and has obtained permanent registration of any State Medical Council, shall be eligible for admission.","A candidate desirous of admission to Post Graduate Medical Programmes MS Courses is required to complete the application form and submit to the Deemed to be University along with prescribed documents on or before the scheduled date. Eligibility criteria, application form and details of documents to be submitted are available in the Deemed to be University.",NEET PG,16
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Pharma Pharmaceutical Analysis at JSS College of Pharmacy, Mysore Offline Course",General₹ 7.00 L,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmaceutical Analysis is a two-year full-time postgraduate Course offered by JSS College of Pharmacy, Mysore recognized by Pharmacy Council of India (PCI) and affiliated to JSS Academy of Higher Education and Research, Mysuru.","A Pass in the following examinations B. Pharm Degree examination of an Indian university established by law in India from an institution approved by Pharmacy Council of India and has scored not less than 55% of the maximum marks (aggregate of 4 years of B.Pharm.)Every student, selected for admission to post graduate pharmacy program in any PCI approved institution should have obtained registration with the State Pharmacy Council or should obtain the same within one month from the date of his/her admission, failing which the admission of the candidate shall be cancelled.Note: It is mandatory to submit a migration certificate obtained from the respective university where the candidate had passed his/her qualifying degree (B.Pharm.)",Selection will be made on the merit based on marks secured in Qualifying examinations in relevant subjects conducted by various Universities and an entrance examination and GPAT qualified candidates are eligible for M.Pharma Programs.,GPAT,15
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Pharma Pharmaceutical Regulatory Affairs at JSS College of Pharmacy, Mysore Offline Course",General₹ 7.00 L,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmaceutical Regulatory Affairs is a two-year full-time postgraduate Course offered by JSS College of Pharmacy, Mysore recognized by Pharmacy Council of India (PCI) and affiliated to JSS Academy of Higher Education and Research, Mysuru.","A Pass in the following examinations B. Pharm Degree examination of an Indian university established by law in India from an institution approved by Pharmacy Council of India and has scored not less than 55% of the maximum marks (aggregate of 4 years of B.Pharm.)Every student, selected for admission to post graduate pharmacy program in any PCI approved institution should have obtained registration with the State Pharmacy Council or should obtain the same within one month from the date of his/her admission, failing which the admission of the candidate shall be cancelled.Note: It is mandatory to submit a migration certificate obtained from the respective university where the candidate had passed his/her qualifying degree (B.Pharm.)",Selection will be made on the merit based on marks secured in Qualifying examinations in relevant subjects conducted by various Universities and an entrance examination and GPAT qualified candidates are eligible for M.Pharma Programs.,GPAT,15
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Sc Cosmetic Science at School of Life Sciences, JSS Academy of Higher Education and Research, Mysuru Offline Course",General₹ 92.40 K,Full time,24 Months,"Master of Science (M.Sc) in Cosmetic Science is a full-time two-year postgraduate course offered by the JSS Academy of Higher Education and Research, Mysuru.",Candidate should have passed B.Sc / B.E / B.Tech /B.Sc Agriculture /Horticulture / B.FSc. /MBBS from any statutory University.,N/A,N/A,15
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Pharma Pharmacy Practice at JSS College of Pharmacy, Ooty Offline Course",General₹ 6.52 L,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmacy Practice is a two-year full-time program in JSS College of Pharmacy ,Ooty that is the postgraduate level in pharmacy education course offered by the Jagadguru Sri Shivarathreeshwara University, Mysore and approved by Pharmacy Council of India (PCI).","A Pass in the following examination B. Pharm Degree examination of an Indian university established by  law in India from an institution approved by Pharmacy Council of India and  has scored  not less than 55 % of the maximum marks (aggregate of 4 years of B.Pharm.) Provided that,Every student, selected for admission to M. Pharm. program in JSS University, Mysuru should have obtained registration with the State Pharmacy Council or should obtain the same within one month from the date of his/her admission, failing which the admission of the candidate shall be canceled. Note: If the candidate had passed his/ her qualifying degree  (B.Pharm.)  from universities other than JSS University, Mysuru, it is mandatory to submit a migration certificate obtained from the respective university.",N/A,N/A,15
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Pharma Pharmacology at JSS College of Pharmacy, Ooty Offline Course",General₹ 5.16 L,Full time,24 Months,Master of Pharmacy (M.Pharma) in Pharmacology is a two-year full-time program in,"A Pass in the following examination B. Pharm Degree examination of an Indian university established by  law in India from an institution approved by Pharmacy Council of India and  has scored  not less than 55 % of the maximum marks (aggregate of 4 years of B.Pharm.) Provided that,Every student, selected for admission to M. Pharm. program in JSS University, Mysuru should have obtained registration with the State Pharmacy Council or should obtain the same within one month from the date of his/her admission, failing which the admission of the candidate shall be canceled. Note: If the candidate had passed his/ her qualifying degree  (B.Pharm.)  from universities other than JSS University, Mysuru, it is mandatory to submit a migration certificate obtained from the respective university.",N/A,N/A,15
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Pharma Pharmacology at JSS College of Pharmacy, Mysore Offline Course",General₹ 7.00 L,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmacology is a two-year full-time postgraduate Course offered by JSS College of Pharmacy, Mysore recognized by Pharmacy Council of India (PCI) and affiliated to JSS Academy of Higher Education and Research, Mysuru.","A Pass in the following examinations B. Pharm Degree examination of an Indian university established by law in India from an institution approved by Pharmacy Council of India and has scored not less than 55% of the maximum marks (aggregate of 4 years of B.Pharm.)Every student, selected for admission to post graduate pharmacy program in any PCI approved institution should have obtained registration with the State Pharmacy Council or should obtain the same within one month from the date of his/her admission, failing which the admission of the candidate shall be cancelled.Note: It is mandatory to submit a migration certificate obtained from the respective university where the candidate had passed his/her qualifying degree (B.Pharm.)",Selection will be made on the merit based on marks secured in Qualifying examinations in relevant subjects conducted by various Universities and an entrance examination and GPAT qualified candidates are eligible for M.Pharma Programs.,GPAT,15
"JSS Academy of Higher Education and Research, Mysuru",N/A,4.2/5,2 Reviews,NIRF Ranking: 36,https://www.careers360.com/university/jss-academy-of-higher-education-and-research-mysuru,"M.Pharma Pharmacy Practice at JSS College of Pharmacy, Mysore Offline Course",General₹ 7.00 L,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmacy Practice is a two-year full-time postgraduate Course offered by JSS College of Pharmacy, Mysore recognized by Pharmacy Council of India (PCI) and affiliated to JSS Academy of Higher Education and Research, Mysuru.","A Pass in the following examinations B. Pharm Degree examination of an Indian university established by law in India from an institution approved by Pharmacy Council of India and has scored not less than 55% of the maximum marks (aggregate of 4 years of B.Pharm.)Every student, selected for admission to post graduate pharmacy program in any PCI approved institution should have obtained registration with the State Pharmacy Council or should obtain the same within one month from the date of his/her admission, failing which the admission of the candidate shall be cancelled.Note: It is mandatory to submit a migration certificate obtained from the respective university where the candidate had passed his/her qualifying degree (B.Pharm.)",Selection will be made on the merit based on marks secured in Qualifying examinations in relevant subjects conducted by various Universities and an entrance examination and GPAT qualified candidates are eligible for M.Pharma Programs.,GPAT,15
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,"MCA at Sinhgad Institute Management, Pune (SIOM Pune) Offline Course",General₹ 1.86 L,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Savitribai Phule Pune University, Pune, and approved by the All India Council for Technical Education (AICTE).",Candidate should have passed with min. 50% marks in aggregate (45% in case of backward class candidates from Maharashtra State only) in any Bachelor’s degree of minimum 3 years duration in any discipline recognized by the Association of Indian Universities and having studied Mathematics or Statistics as one of the subjects at 10 + 2 or Graduation level.,Entrance Exam MAH-MCA-CET.,MAH MCA CET,240
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,"MCA at Sinhgad Institute of Management, Pune (SIOM Pune) Offline Course",N/A,Full time,24 Months,"Master of Computer Application (MCA) is a two-year full-time postgraduate Course offered by Sinhgad Institute of Management, Pune  recognized by All India Council for Technical Education (AICTE) and affiliated to Savitribai Phule Pune University, Pune.",Candidate should have passed with min. 50% marks in aggregate (45% in case of a backward class candidate from Maharashtra State only) in any Bachelor’s degree of minimum 3 years duration in any discipline recognized by the Association of Indian Universities and having studied Mathematics or Statistics as one of the subjects at 10 + 2 or Graduation level.,"Candidate must have appeared for MAH-MCA-CET conducted by the DTE. The procedure as prescribed by the competent authority from time to time. For more details contact the SIOM office from 9.00 am to 6.00 pm on all working days.Candidate should be an Indian National & should possess basic qualification in Computer Application, Computer Science or Science(IT/Computer) i.e. BCA,BCS or Bachelor of Science(IT/Computer) with 50% marks in aggregate(45% in case of reserved category candidates) and appeared and qualified in the Common Entrance Test MAH-MCA-CET approved by DTE.",MAH MCA CET,240
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,"MCA at Trinity Academy of Engineering, Pune Offline Course",General₹ 1.58 L,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Savitribai Phule Pune University, Pune, and approved by All India Council for Technical Education (AICTE).",Passed BCA/ Bachelor Degree in Computer Science Engineering or equivalent Degree. OR Passed B.Sc./ B.Com./ B.A. with Mathematics at 10+2 Level or at Graduation Level (with additional bridge Courses as per the norms of the concerned University). Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,180
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,"MCA at DY Patil Institute of Master of Computer Applications and Management, Pune Offline Course",General₹ 1.82 L,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Savitribai Phule Pune University, Pune and approved by All India Council for Technical Education (AICTE).","(1) For Maharashtra Candidature Candidates, All India Candidature Candidates, Jammu and Kashmir Migrant Candidature Candidates.-Obtained score in CET conducted by the Competent Authority.(I) The candidate should be an Indian National;(II) Passed minimum three-year duration Bachelors Degree awarded by University recognized by University Grants Commission or Association of Indian Universities in any discipline with at least 50% marks in aggregate or equivalent (at least 45% in case of candidates of backward class categories and Persons with Disability belonging to Maharashtra State only);(III) Studied Mathematics as one of the subjects at (10+2) level or at Graduate level examination;(IV) Obtained score in CET.(2) Children of NRI / OCI / PIO, Children of an Indian worker in the Gulf countries, Foreign National:-(I) Passed minimum three-year duration Bachelor’s Degree awarded by University recognized by University Grants Commission or Association of Indian Universities in any discipline with at least 50% marks in aggregate or equivalent;(II) Studied Mathematics as one of the subjects at (10+2) level or at Graduate level examination;(III) Any other criterion declared by appropriate authority from time to time.",The admission is based on a non-zero positive score in MAH-MCA-CET 2024.,MAH MCA CET,180
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,"MCA at Maharashtra Education Society's Institute of Management and Career Courses, Pune Offline Course",N/A,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Savitribai Phule Pune University, Pune, and approved by All India Council for Technical Education (AICTE).","Any Graduate (50% Marks for OPEN Category, 45% marks for RESERVED categories) with a valid MAH-MCA-CET Score. Mathematics is compulsory at the 10th / 12th / Graduation Level. Merit List is published by DTE.",The admission based on merit,MAH AAC CET,180
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,"MCA at Dattakala Group of Institution, Pune Offline Course",N/A,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Savitribai Phule Pune University, Pune, and approved by the All India Council for Technical Education (AICTE).",The Candidate should Passed BCA/ Bachelor Degree in Computer Science Engineering or equivalent Degree. OR Passed B.Sc./ B.Com./ B.A. with Mathematics at 10+2 Level or at Graduation Level (with additional bridge Courses as per the norms of the concerned University). Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,180
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,"MCA at Dr DY Patil School of MCA, Pune Offline Course",General₹ 1.60 L,Full time,24 Months,"Master of Computer Application (MCA) is a two years full-time course postgraduate offered by Savitribai Phule Pune University, Pune.","(i) The Candidate should be an Indian National;(ii) Passed BCA / B.Sc./ B.Com./ B.A. with Mathematics as one of the subjects ( at 10+2 level or at Graduation level examination ) and obtained at least 50% marks in aggregate (at least 45% in case of candidates of backward class categories and Persons with Disability belonging to Maharashtra State only(iii) For Direct second year admissions, the candidate should have passed Bachelor Degree in Computer Applications or Science (Information Technology or Computer Science);(iv) Obtained non zero positive scores in MAH-MCA-CET","The candidate can walk-in to our corporate office address as mentioned above for admissionsThe counseling of the candidate will be conducted on the same date at Dr. D. Y. Patil School of MCA. On the basis of the candidate’s preferences and merit marks, a campus would be allotted to the candidate by issuing the Offer Letter.The confirmation of admission will be done only after receiving the course fee payment and fulfillment of Eligibility criteria set by the competent authority for admission",MAH MCA CET,180
"UNIPUNE (Pune University) - Savitribai Phule Pune University, Pune",N/A,4.3/5,78 Reviews,NIRF Ranking: 37,https://www.careers360.com/university/savitribai-phule-pune-university-pune,M.Sc Chemistry at UNIPUNE (Pune University) Offline Course,General₹ 21.04 K,Full time,24 Months,"Master of Science (M.Sc) in Chemistry is a full-time two years duration course offered by Savitribai Phule Pune University, Pune.",Candidate should have a graduate degree in B.Sc. Chemistry or B.Sc. Biochemistry.,Admission to our M. Sc. program are strictly on merit through an Entrance Examination conducted in June each year.,N/A,135
