College Name,Location,Fees,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Duration,Eligibility Criteria
"Ahalia School of Pharmacy, Palakkad",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahalia-school-of-pharmacy-palakkad/bpharma-course,"B.Pharma at Ahalia School of Pharmacy, Palakkad Offline Course",N/A,DURATION 48 Months,"A candidate who has undergone any of the following courses and passed the examination with an aggregate of 50% marks overall and 50% marks in the optional subject: A higher secondary examination of Govt of Kerala with Physics, Chemistry & Biology/ Mathematics/ Computer Sciences/ Biotechnology as optional subject. Any other Examination with Physics, Chemistry & Biology/ Mathematics/ Computer Sciences/ Biotechnology as optional subject approved as equivalent to any of the above examinations by Kerala University of Health Sciences."
"Ahilyabai Holkar College of Science and Technology, Moradabad",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahilyabai-holkar-college-of-science-and-technology-moradabad/bsc-course,"B.Sc at Ahilyabai Holkar College of Science and Technology, Moradabad Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Ahinsa Institute of Pharmacy, Dhule",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahinsa-institute-of-pharmacy-dhule/bpharma-course,"B.Pharma at Ahinsa Institute of Pharmacy, Dhule Offline Course",N/A,DURATION 48 Months,Passed 10+2 examination with Physics and Chemistry as compulsory subjects along with Mathematics/ Biology subject.
"Ahinsa Institute of Technology, Dhule",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahinsa-institute-of-technology-dhule/btech-computer-technology-course,"B.Tech Computer Technology at Ahinsa Institute of Technology, Dhule Offline Course",N/A,DURATION 48 Months,"Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subjects/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies. Obtained at least 45% marks (40% marks in case of candidates belonging to reserved category) in the above subjects taken together. OR Passed Diploma (in Engineering and Technology) examination with at least 45% marks (40% marks in case of candidates belonging to reserved category) subject to vacancies in the First Year, in case the vacancies at lateral entry are exhausted."
"Ahir College, Rewari",N/A,N/A,4.0/5,2 Reviews,N/A,https://www.careers360.com/colleges/ahir-college-rewari/bsc-non-medical-course-2,"B.Sc Non Medical at Ahir College, Rewari Offline Course",General₹ 25.28 K,DURATION 36 Months,"Passed Senior Secondary Certificate Examination (10+2) with English, Physics, Chemistry & Mathematics of Board of School Education Haryana with 45 % marks OR equivalent examination recognized by the university. ORDiploma in Pharmacy Course (Sem-I only) OR3-Year professional diploma programs conducted by the State Board of Technical Education Haryana without passing English and Hindi subjects at 10+2 level."
"AHMA Degree College, Sambhal",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahma-degree-college-sambhal/bsc-course,"B.Sc at AHMA Degree College, Sambhal Offline Course",N/A,DURATION 36 Months,"A person, who have passed Higher Secondary/Intermediate (10+2) with science stream or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Ahmedabad Institute of Nursing Science, Ahmedabad",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahmedabad-institute-of-nursing-science-ahmedabad/bsc-nursing-course,"B.Sc Nursing at Ahmedabad Institute of Nursing Science, Ahmedabad Offline Course",N/A,DURATION 48 Months,"Candidates who have passed the 12th standard Board Examination (GSHSEB or CBSE) in Science Stream or equivalent examination. Candidates are also eligible from State Open Schools recognized by the State Government and the National Institute of Open Schools (NIOS) Recognized by the Central Government having science subjects & English only. A candidate should have passed the subjects of PCB and English individually and must have obtained a minimum of 45% marks taken together in PCB at the qualified examination (10+2) A candidates belonging to SC/ST or other backward classes, the marks obtained in PCB taken together in qualified examination be 40%. A candidate seeking admission to a Basic B. Sc. Nursing course should have completed 17 years of age, as of 31"" December of the year of admission. Candidate shall be medically it."
"Ahmedabad Institute of Technology, Ahmedabad",N/A,N/A,4.2/5,46 Reviews,N/A,https://www.careers360.com/colleges/ahmedabad-institute-of-technology-ahmedabad/btech-computer-engineering-course,"B.Tech Computer Engineering at Ahmedabad Institute of Technology, Ahmedabad Offline Course",N/A,DURATION 48 Months,"Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subjects/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies. Obtained at least 45% marks (40% marks in case of candidates belonging to a reserved category) in the above subjects. OR Passed Diploma (in Engineering and Technology) examination with at least 45% marks (40% marks in case of candidates belonging to reserved category) subject to vacancies in the First Year, in case the vacancies at lateral entry are exhausted."
"Ahmedabad University - Ahmedabad University, Ahmedabad",N/A,N/A,4.5/5,69 Reviews,N/A,https://www.careers360.com/university/ahmedabad-university-ahmedabad/bsc-computer-science-hons-course,B.Sc Computer Science Hons at Ahmedabad University Offline Course,General₹ 18.40 L,DURATION 48 Months,The Bachelor of Science (Honours) with Majors in Computer Science is open to anyone who has completed class 12 or equivalent with Mathematics.
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj Rajarshi Shahu Mahavidyalaya, Ahmednagar",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samaj-rajarshi-shahu-mahavidyalaya-ahmednagar/bsc-chemistry-course,"B.Sc Chemistry at Ahmednagar Jilha Maratha Vidya Prasarak Samaj Rajarshi Shahu Mahavidyalaya, Ahmednagar Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's Janata Arts and Science College, Ruichhattishi",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-janata-arts-and-science-college-ruichhattishi/bsc-course,"B.Sc at Ahmednagar Jilha Maratha Vidya Prasarak Samaj's Janata Arts and Science College, Ruichhattishi Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Arts Commerce and Science College, Parner",N/A,N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-new-arts-commerce-and-science-college-parner/bsc-computer-science-course,"B.Sc Computer Science at Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Arts Commerce and Science College, Parner Offline Course",N/A,DURATION 36 Months,A Candidate should pass 12th Science with Mathematics shall be eligible for the course.
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's Shri Mulikadevi Mahavidyalaya, Nighoj",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-shri-mulikadevi-mahavidyalaya-nighoj/bsc-course,"B.Sc at Ahmednagar Jilha Maratha Vidya Prasarak Samaj's Shri Mulikadevi Mahavidyalaya, Nighoj Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Ahmednagar Jilha Maratha Vidya Prasark Samaj's New Arts Commerce and Science College, Shevgaon",N/A,N/A,3.6/5,1 Reviews,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasark-samajs-new-arts-commerce-and-science-college-shevgaon/bsc-course,"B.Sc at Ahmednagar Jilha Maratha Vidya Prasark Samaj's New Arts Commerce and Science College, Shevgaon Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) or any other examination recognized as equivalent thereto, shall be eligible for the course."
"AHS Nursing College, Samastipur",N/A,N/A,4.8/5,1 Reviews,N/A,https://www.careers360.com/colleges/ahs-nursing-college-samastipur/bsc-nursing-course,"B.Sc Nursing at AHS Nursing College, Samastipur Offline Course",N/A,DURATION 48 Months,The minimum age for admission shall be 17 years on 31st December of the year in which admission is sought.Minimum education:    10+2 class passed with Science (PCB) & English Core/English Elective with an aggregate of 45% marks from recognized board under AISSCE/CBSE/ICSE/SSCE/HSCE or other equivalent Board.    Students shall be medically fit.    Students appearing in the 10+2 examination in Science conducted by the National Institute of Open School with 45% marks.    Students shall be admitted once a year.
"AIKTC School of Pharmacy, Navi Mumbai",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aiktc-school-of-pharmacy-navi-mumbai/bpharma-course,"B.Pharma at AIKTC School of Pharmacy, Navi Mumbai Offline Course",General₹ 3.08 L,DURATION 48 Months,The Candidate Should be Passed the 12th Science with PCM or PCB And Cleared CET Exam.
"AIMA Delhi - AIMA Centre for Management Education, Delhi",N/A,N/A,3.6/5,2 Reviews,N/A,https://www.careers360.com/colleges/aima-centre-for-management-education-delhi/phd-business-administration-course,Ph.D Business Administration at AIMA Delhi Offline Course,N/A,DURATION 72 Months,"Master’s Degree in Management or allied subjects from Commerce, Humanities, Science, Engineering and Law etc. or a PGDM/PGDITM approved by AICTE with not less than 55% marks or equivalent grade OR Chartered Accountancy, Cost Accountancy, or any other professional qualification which are considered equivalent to Master Degree with at least 55% marks or equivalent grade. In addition, the candidate should have a minimum of 50% marks in Graduation.Work ExperienceMinimum 5 years post qualification work experience in the industry at the managerial level or a minimum 5 years of teaching experience as full-time Faculty in a Management Institute approved by AICTE or affiliated to a University."
"Aiman College of Arts and Science for Women, Tiruchirappalli",N/A,N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/aiman-college-of-arts-and-science-for-women-tiruchirappalli/bsc-nutrition-and-dietetics-course,"B.Sc Nutrition and Dietetics at Aiman College of Arts and Science for Women, Tiruchirappalli Offline Course",N/A,DURATION 36 Months,A Student Pass in 10+2 with Biology and Chemistry / Nursing / Nutrition in Vocational Stream.
"AIMS IBS Business School, Bengaluru",N/A,N/A,4.3/5,14 Reviews,N/A,https://www.careers360.com/colleges/aims-ibs-business-school-bengaluru/bca-course,"BCA at AIMS IBS Business School, Bengaluru Offline Course",N/A,DURATION 36 Months,The candidate should have passed PUC or equivalent exam (from any stream) with a good score.
"AIMS Institutes, Bangalore",N/A,N/A,4.0/5,46 Reviews,N/A,https://www.careers360.com/colleges/aims-institutes-bangalore/bca-course,"BCA at AIMS Institutes, Bangalore Offline Course",N/A,DURATION 36 Months,Students seeking admission to the Bachelor of Computer Application (BCA) program should have passed Pre-University / Higher Secondary / Senior Secondary / 10 + 2 or equivalent with 40% aggregate from any recognised Board or Council in any discipline. Students who have fulfilled these conditions will be considered to have met the BCA eligibility criteria.A small section of the curriculum of BCA is generalist in nature with focus on the main subjects of computer applications coming in from Semester 1. The approach to fundamentals of computers is a vital section wherein the basic attributes of computers and its applications are discussed. Programming languages are initiated in Semester 1 with the bulk of it coming in Semester 2 and later.
"AIPH University, Bhubaneswar",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/university/aiph-university-bhubaneswar/msc-botany-course,"M.Sc Botany at AIPH University, Bhubaneswar Offline Course",General₹ 1.95 L,DURATION 24 Months,The candidate should have passed the BSc (Botany) as honors/ pass from any recognized university with at least 50% marks in aggregate (45% for SC/ST candidates).
"AISECT Institute of Science and Technology, Bhopal",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aisect-institute-of-science-and-technology-bhopal/be-computer-science-and-engineering-course,"BE Computer Science and Engineering at AISECT Institute of Science and Technology, Bhopal Offline Course",General₹ 1.88 L,DURATION 48 Months,N/A
"AISECT University, Hazaribagh",N/A,N/A,4.4/5,4 Reviews,N/A,https://www.careers360.com/university/aisect-university-hazaribagh/mca-course,"MCA at AISECT University, Hazaribagh Offline Course",N/A,DURATION 24 Months,"The Candidate should have BCA, Any graduate having Maths as subject in class 12th."
"Aishwarya College, Jodhpur",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aishwarya-college-jodhpur/bsc-chemistry-botany-and-zoology-course,"B.Sc-Chemistry, Botany and Zoology at Aishwarya College, Jodhpur Offline Course",N/A,DURATION 36 Months,The candidate should have passed 48% marks in the aggregate at the qualifying examination (10 + 2 with Biology).
"Aishwarya College of Education, Jodhpur",N/A,N/A,4.2/5,2 Reviews,N/A,https://www.careers360.com/colleges/aishwarya-college-of-education-jodhpur/bsc-chemistry-botany-and-zoology-course,"B.Sc-Chemistry, Botany and Zoology at Aishwarya College of Education, Jodhpur Offline Course",General₹ 75.00 K,DURATION 36 Months,"A person, who has passed 48% marks in the aggregate at the qualifying examination (10 + 2 with Biology) shall be eligible for the course."
"Aishwarya College of Education, Pali",N/A,N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/aishwarya-college-of-education-pali/bsc-chemistry-botany-and-zoology-course,"B.Sc-Chemistry, Botany and Zoology at Aishwarya College of Education, Pali Offline Course",General₹ 77.60 K,DURATION 36 Months,The candidate must have passed 12th with 50% minimum aggregate with any stream.
"Aishwarya College of Education Sansthan, Udaipur",N/A,N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/aishwarya-college-of-education-sansthan-udaipur/bca-course,"BCA at Aishwarya College of Education Sansthan, Udaipur Offline Course",General₹ 80.00 K,DURATION 36 Months,"A person, who has passed 10+2 (any stream) with min. 50% marks (Minimum Passing Marks for SC, ST, and OBC)"
"Aishwarya College of Engineering and Technology, Erode",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aishwarya-college-of-engineering-and-technology-erode/be-artificial-intelligence-and-data-science-course,"BE Artificial Intelligence and Data Science at Aishwarya College of Engineering and Technology, Erode Offline Course",N/A,DURATION 48 Months,"Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subjects/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies. Obtained at least 45% marks (40% marks in case of candidates belonging to a reserved category) in the above subjects. OR Passed Diploma (in Engineering and Technology) examination with at least 45% marks (40% marks in case of candidates belonging to reserved category) subject to vacancies in the First Year, in case the vacancies at lateral entry are exhausted."
"Aishwarya College of Management and Research Centre, Jodhpur",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aishwarya-college-of-management-and-research-centre-jodhpur/mca-course,"MCA at Aishwarya College of Management and Research Centre, Jodhpur Offline Course",N/A,DURATION 24 Months,Passed BCA/ Bachelor Degree in Computer Science Engineering or equivalent Degree. OR Passed B.Sc./ B.Com./ B.A. with Mathematics at 10+2 level or at Graduation Level (with additional bridge Courses as per the norms of the concerned University). Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.
"Aishwarya Institute of Management and IT, Udaipur",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aishwarya-institute-of-management-and-it-udaipur/mca-course,"MCA at Aishwarya Institute of Management and IT, Udaipur Offline Course",General₹ 20.50 K,DURATION 24 Months,The candidate a Passed BCA/B.Sc.(CS/IT)or B.Sc./ B.Com./ B.A. with Mathematics at 10+2 Level or at Graduation Level (with additional bridge Courses as per the norms of the concerned University) Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.
"Aishwarya Institute of Nursing Sciences, Maddur",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aishwarya-institute-of-nursing-sciences-maddur/bsc-nursing-course,"B.Sc Nursing at Aishwarya Institute of Nursing Sciences, Maddur Offline Course",N/A,DURATION 48 Months,"The Candidates Pass in PUC / 10+2 or equivalent with 45% aggregate marks in Physics, Chemistry, and Biology."
"AISSMS COE Pune - AISSMS College of Engineering, Pune",N/A,N/A,3.9/5,23 Reviews,N/A,https://www.careers360.com/colleges/aissms-college-of-engineering-pune/be-civil-engineering-course,BE Civil Engineering at AISSMS COE Pune Offline Course,General₹ 5.36 L,DURATION 48 Months,"Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subject/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies. Obtained at least 45% marks (40% marks in case of candidates belonging to reserved category) in the above subjects taken together. OR Passed Diploma (in Engineering and Technology) examination with at least 45% marks (40% marks in case of candidates belonging to reserved category) subject to vacancies in the First Year, in case the vacancies at lateral entry are exhausted."
"AISSMS Pune - AISSMS College of Pharmacy, Pune",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aissms-college-of-pharmacy-pune/bpharma-course,B.Pharma at AISSMS Pune Offline Course,General₹ 6.00 L,DURATION 48 Months,"(1) Maharashtra State Candidature Candidates:(i) The candidate should be a citizen of India;(ii) The candidate should have passed 10+2 examination or its equivalent examination with English as one of the subjects and Physics, Chemistry, Mathematics or Biology as optional subjects individually:“Provided that, the students possessing 10+2 qualification from non-formal and non-class rooms based schooling such as National Institute of Open Schooling, open school systems of States etc. shall not be eligible for admission to B.Pharm Course”;OR(iii) Any other qualification approved by the Pharmacy Council of India as equivalent to any of the above examinations; and(iv) The candidate should have appeared in all the subjects and should obtain non zero score in MHT-CET 2024 conducted by the Competent Authority. (2) All India Candidature Candidates:(i) The candidate should be a citizen of India;(ii) The candidate should have passed 10+2 examination or its equivalent examination with English as one of the subjects and Physics, Chemistry, Mathematics or Biology as optional subjects individually:“Provided that, the students possessing 10+2 qualification from non-formal and non-class rooms based schooling such as National Institute of Open Schooling, open school systems of States etc. shall not be eligible for admission to B.Pharm Course”;OR(iii) Any other qualification approved by the Pharmacy Council of India as equivalent to any of the above examinations; and(iv) The candidate should obtain non zero positive score in National Eligibility cum Entrance Test (NEET) or the candidate should have appeared in all the subjects in MHT-CET 2024 and should obtain non zero score in MHT-CET 2024 conducted by the Competent Authority;Provided that, preference shall be given to the candidate obtaining non zero positive score in National Eligibility cum Entrance Test (NEET) over the candidates who obtained non zero score in MHT-CET 2024. (3) NRI / OCI / PIO, Children of Indian workers in the Gulf countries, Foreign National Candidature Candidates:(i) The candidate should have passed 10+2 examination or its equivalent examination conducted by the respective State or Central Government authorities recognized as equivalent to 10+2 examination with English as one of the subjects and Physics, Chemistry, Mathematics or Biology as optional subjects individually:Provided that, the students possessing 10+2 qualification from non-formal and non-class rooms based schooling such as National Institute of Open Schooling, open school systems of States etc. shall not be eligible for admission to B. Pharm Course; and(ii) Any other eligibility criteria and requirement declared from time to time by the appropriate authority as defined under the Act.B) Direct Second Year (Lateral Entry) Admission- for Maharashtra State Candidature Candidates and All India Candidature Candidates:-(i) The candidate should be a citizen of India;(ii) The candidate should have passed in D. Pharm. Course from an Institution approved by the Pharmacy Council of India under section 12 of the Pharmacy Act, 1948 (8 of 1948); and(iii) Any other eligibility criteria and requirement declared from time to time by the appropriate authority as defined under the Act."
"AIT'S Arts Commerce and Science Night College, Malegaon",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aits-arts-commerce-and-science-night-college-malegaon/bsc-course,"B.Sc at AIT'S Arts Commerce and Science Night College, Malegaon Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) with science stream or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Aizza College of Engineering and Technology, Adilabad",N/A,N/A,4.4/5,5 Reviews,N/A,https://www.careers360.com/colleges/aizza-college-of-engineering-and-technology-adilabad/btech-computer-science-and-engineering-course,"B.Tech Computer Science and Engineering at Aizza College of Engineering and Technology, Adilabad Offline Course",N/A,DURATION 48 Months,"Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subject/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies. Obtained at least 45% marks (40% marks in case of candidates belonging to reserved category) in the above subjects taken together. OR Passed Diploma (in Engineering and Technology) examination with at least 45% marks (40% marks in case of candidates belonging to reserved category) subject to vacancies in the First Year, in case the vacancies at lateral entry are exhausted."
"ABIT Cuttack - Ajay Binay Institute of Technology, Cuttack",N/A,N/A,2.8/5,4 Reviews,N/A,https://www.careers360.com/colleges/ajay-binay-institute-of-technology-cuttack/btech-computer-science-and-engineering-course,B.Tech Computer Science and Engineering at ABIT Cuttack Offline Course,N/A,DURATION 48 Months,Passed 10+2 examination with Physics / Mathematics / Chemistry / Computer Science / Electronics / Information Technology / Biology /Informatics Practices / Biotechnology / Technical Vocational subject / Agriculture / Engineering Graphics / Business Studies / Entrepreneurship (Any of the three). Obtained at least 45% marks (40% marks in case of candidates belonging to a reserved category) in the above subjects. And Rank in JEE(Main) or OJEE
"AKGEC Ghaziabad - Ajay Kumar Garg Engineering College, Ghaziabad",N/A,N/A,3.9/5,269 Reviews,N/A,https://www.careers360.com/colleges/ajay-kumar-garg-engineering-college-ghaziabad/btech-electronics-and-communication-engineering-course,B.Tech Electronics and Communication Engineering at AKGEC Ghaziabad Offline Course,General₹ 4.78 L,DURATION 48 Months,"Admissions through UPSEE Counseling:The minimum qualification for B.Tech (Engg.) is Intermediate (10+2) or equivalent with Physics, Chemistry, and Mathematics.The minimum qualification for  II years B.Tech (Lateral Entry) is a three-year Engineering Diploma in any branch of engineering (except Agriculture Engg., Pharmacy, and Architecture).Direct Admissions at College Level: Direct admissions at College level under NRI/Management Quota and lapsed seats shall be done in the following preference order in accordance with procedure and eligibility criterion as stated in Information Brochure UPSEE.(i). By the qualified candidates of JEE (Main).(ii). By the qualified candidates of UPSEE.(iii). By the merit of candidates based on marks obtained in the qualifying examination as laid down by All India Council of Technical Education, New Delhi for admission to various programs."
"Ajay Satya Prakash Institute of Higher Learning, Jabalpur",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ajay-satya-prakash-institute-of-higher-learning-jabalpur/bca-course,"BCA at Ajay Satya Prakash Institute of Higher Learning, Jabalpur Offline Course",N/A,DURATION 36 Months,"A person, who have passed Higher Secondary/Intermediate (10+2) any other examination recognized as equivalent thereto, shall be eligible for the course."
"AJ College of Science and Technology, Thonnakkal",N/A,N/A,4.5/5,1 Reviews,N/A,https://www.careers360.com/colleges/aj-college-of-science-and-technology-thonnakkal/bsc-biochemistry-and-industrial-microbiology-course,"B.Sc Biochemistry and Industrial Microbiology at AJ College of Science and Technology, Thonnakkal Offline Course",N/A,DURATION 36 Months,A student pass in Higher Secondary Examination of the State or an Examination accepted by the University as equivalent thereto with Biology as one of the subjects.
"Ajeenkya DY Patil School of Engineering, Pune",N/A,N/A,4.1/5,9 Reviews,N/A,https://www.careers360.com/colleges/ajeenkya-dy-patil-school-of-engineering-pune/be-artificial-intelligence-and-data-science-course,"BE Artificial Intelligence and Data Science at Ajeenkya DY Patil School of Engineering, Pune Offline Course",General₹ 4.23 L,DURATION 48 Months,"Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subjects/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies. Obtained at least 45% marks (40% marks in case of candidates belonging to reserved category) in the above subjects taken together. OR Passed Diploma (in Engineering and Technology) examination with at least 45% marks (40% marks in case of candidates belonging to reserved category) subject to vacancies in the First Year, in case the vacancies at lateral entry are exhausted."
"ADYPU, Pune - Ajeenkya DY Patil University, Pune",N/A,N/A,3.9/5,23 Reviews,N/A,https://www.careers360.com/university/ajeenkya-dy-patil-university-pune/btech-mechatronics-engineering-course,"B.Tech Mechatronics Engineering at ADYPU, Pune Offline Course",N/A,DURATION 48 Months,"Pass in 10+2, A Level, IB, American 12th grade or equivalent with Physics and Mathematics as compulsory subjects along with Chemistry or Biotechnology or Biology or any technical vocational subjects as optional with a minimum of 50% marks (45% in case of candidate belonging to the reserved category and a person with Disability belonging to Maharashtra State only) taken together in Physics, Mathematics and any one of the optional subjects.ORPassed Diploma in Engineering and Technology and obtained at least 50% marks (at least 45% marks, in case of Backward class categories and person with Disability candidates belonging to Maharashtra State only)ORPassed B.Sc. Degree from a Recognized University as defined by UGC and obtained at least 50% marks (at least 45% marks, in case of Backward class categories and person with Disability candidates belonging to Maharashtra State only)"
"Ajeetgarh PG College, Sikar",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ajeetgarh-pg-college-sikar/bsc-course,"B.Sc at Ajeetgarh PG College, Sikar Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) with science stream or any other examination recognized as equivalent thereto, shall be eligible for the course."
"AJ Institute of Engineering and Technology, Mangalore",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aj-institute-of-engineering-and-technology-mangalore/btech-computer-science-and-engineering-course,"B.Tech Computer Science and Engineering at AJ Institute of Engineering and Technology, Mangalore Offline Course",N/A,DURATION 48 Months,"Candidates must have passed the second year Pre-University (PUC) or XII standard or equivalent examinations with Physics and Mathematics as compulsory subjects, along with one of the following subjects: Chemistry, Biotechnology, Computer Science, Biology, Electronics, or any other subject specified by KEA rules. Candidates must secure at least 45% aggregate marks in these optional subjects and must have studied English as one of the languages.For candidates belonging to Scheduled Caste (SC), Scheduled Tribe (ST), and Other Backward Classes (OBC) specified in the relevant Government order, the minimum aggregate marks in optional subjects are 40%. This relaxation in academic eligibility applies only to Karnataka candidates in these categories. A CET score is required for seats under the Government or minority quota, and a limited number of seats are reserved for NRI candidates.Lateral Entry:Candidates qualified with a three-year diploma in engineering and a minimum of 45% marks (40% for SC/ST) in the final year are eligible for lateral entry into the third semester. These candidates will need to study additional subjects as prescribed by the university."
"AJ Institute of Medical Sciences and Research Centre, Mangalore",N/A,N/A,3.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/aj-institute-of-medical-sciences-and-research-centre-mangalore/ms-general-surgery-course,"MS General Surgery at AJ Institute of Medical Sciences and Research Centre, Mangalore Offline Course",N/A,DURATION 36 Months,"A Candidate affiliated to this university and who has passed final year M.B.B.S. examination after pursuing study in a medical college recognized by the Medical Council of India, from a recognized Medical College affiliated to any other University recognized as equivalent thereto, and has completed one year compulsory rotating internship in a teaching Institution or other Institution recognized by the Medical Council of India, and has obtained permanent registration of any State Medical Council shall be eligible for admission."
"Ajintha Education Society Pandit Jawaharlal Nehru Mahavidyalaya, Aurangabad",N/A,N/A,3.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/ajintha-education-society-pandit-jawaharlal-nehru-mahavidyalaya-aurangabad/bsc-course,"B.Sc at Ajintha Education Society Pandit Jawaharlal Nehru Mahavidyalaya, Aurangabad Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Ajitdada Pawar Arts Commerce and Science College, Jalna",N/A,N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/ajitdada-pawar-arts-commerce-and-science-college-jalna/bsc-course,"B.Sc at Ajitdada Pawar Arts Commerce and Science College, Jalna Offline Course",General₹ 18.05 K,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) with science stream or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Ajit Nursing Institute, Sunam",N/A,N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ajit-nursing-institute-sunam/bsc-nursing-course,"B.Sc Nursing at Ajit Nursing Institute, Sunam Offline Course",N/A,DURATION 48 Months,1. The minimum age for admission shall be 17 years on 31st December of the year in which admission is sought.2. Minimum education:10+2 class passed with Science (PCB) & English Core/English Elective with aggregate of 45% marks from recognized board under AISSCE/CBSE/ICSE/SSCE/HSCE or other equivalent Board.The student shall be medically fit.Students appearing in the 10+2 examination in Science conducted by the National Institute of Open School with 45% marks.The student shall be admitted once a year.
